Month,DRL,CHP,NST,ARM,GTA,SFI,PVR,ESC,SNTS,FRE,DMC,TBL,SHS,ENP,ATX,VITA,TNB,BHS,HBE,FOOD,JAS,BAYN,ANV,TIE,AGL,EAR,PHC,BKR,GET,UPI,IN,AMAR,BMC,MMG,FBN,MXB,CGX,SMA,MBR,LSE,SII,OHB,PRM,PLA,ABK,CLP,CPO,ALC,TSH,CXPO,CFL,IMM,ASI,FSCI,MMR,ART,PXP,GDI,AEN,CEC,GRB,NFP,TVL,PSE,CRE,LAB,PSYS,CTBK,IIG,GAP,CAFI,AAI,SBX,SEH,LPS,CPD
2004-01,31,24,38,68,13,89,74,33,26,63,43,20,87,39,100,30,29,23,70,85,93,7,14,56,56,65,77,59,37,31,70,15,73,25,24,82,1,16,99,76,17,28,82,84,32,50,27,67,42,0,25,69,27,63,42,100,73,47,65,82,59,12,33,37,64,100,22,0,77,78,48,21,64,68,50,93
2004-02,27,31,43,70,12,80,67,34,13,63,49,25,79,48,97,30,27,22,63,87,66,5,11,58,59,65,89,46,37,27,71,17,73,27,23,72,1,18,92,77,20,26,93,90,33,45,29,68,47,0,26,51,27,47,51,98,61,48,66,90,84,13,34,35,67,100,66,0,55,73,45,24,78,54,43,82
2004-03,29,28,45,69,12,100,62,35,29,63,46,21,87,45,88,29,22,23,49,88,54,11,14,58,55,66,60,34,36,26,72,17,77,31,36,100,1,17,100,78,27,26,93,88,41,51,33,60,45,74,27,55,27,77,43,99,56,50,53,95,81,11,23,40,71,95,67,0,76,79,69,25,97,77,52,82
2004-04,32,24,45,73,11,93,56,34,45,63,48,24,74,43,87,30,21,24,74,85,46,5,10,62,65,64,81,48,36,25,74,18,80,24,36,69,2,19,89,62,45,29,88,86,34,53,36,68,44,59,29,46,29,76,36,97,56,46,42,89,91,14,27,32,65,98,53,0,81,80,60,24,83,53,46,81
2004-05,31,22,46,68,12,67,58,38,16,59,47,18,86,31,79,31,18,25,85,86,44,10,12,67,66,61,77,44,36,29,71,18,74,25,27,79,0,16,94,65,26,34,100,83,41,51,36,72,43,100,26,49,28,51,35,91,65,45,78,78,83,11,31,33,66,89,36,0,51,78,55,22,49,50,41,81
2004-06,34,24,46,70,13,81,63,45,22,63,49,18,75,41,77,29,19,25,61,75,41,4,11,65,68,61,78,53,37,25,68,20,78,28,18,28,1,19,91,63,27,21,95,77,35,58,28,78,47,49,49,51,28,26,33,83,73,47,39,89,62,13,35,36,69,86,36,34,90,74,57,24,84,65,45,83
2004-07,32,27,57,73,14,79,64,38,11,65,49,20,84,35,80,29,20,24,67,71,45,7,5,58,75,65,99,56,37,35,68,20,94,27,29,54,2,18,94,63,23,24,77,72,39,53,41,79,47,49,55,48,29,36,35,79,45,46,61,89,51,14,39,37,68,87,48,30,57,75,69,19,68,74,45,91
2004-08,30,24,49,73,15,85,69,34,21,63,54,22,80,55,86,28,21,24,83,72,46,10,15,59,66,63,69,57,38,22,68,20,85,28,23,73,1,18,94,63,24,33,82,69,36,58,41,75,47,49,55,51,28,100,37,82,32,43,50,78,100,12,42,40,61,88,61,30,50,80,67,20,42,61,42,85
2004-09,36,24,56,69,15,90,69,36,19,61,52,22,99,39,84,32,28,27,96,77,43,15,19,63,68,60,80,44,37,27,69,19,77,29,28,56,1,18,96,68,23,27,82,71,35,58,41,75,46,0,53,56,28,61,36,89,47,100,75,85,86,12,41,43,71,97,40,30,70,85,62,21,97,71,43,80
2004-10,33,24,60,68,26,86,77,33,20,64,51,19,92,34,85,33,21,29,86,83,41,14,10,70,64,64,64,57,37,25,70,18,74,28,22,65,1,17,95,77,23,18,81,77,32,58,33,78,47,0,62,50,29,47,37,92,34,77,65,86,74,11,36,43,66,95,25,31,58,87,61,18,49,71,38,77
2004-11,33,24,42,65,33,71,80,34,24,70,52,18,91,42,80,31,28,35,78,88,38,5,14,67,65,62,80,59,36,31,68,19,71,26,17,54,1,17,90,71,24,29,88,81,39,59,34,77,44,0,74,49,27,24,42,91,48,54,56,79,69,13,46,41,70,90,33,29,66,91,76,23,83,53,41,69
2004-12,30,27,47,66,23,85,95,31,28,70,54,26,83,47,85,29,25,35,77,80,39,7,12,72,57,64,76,47,36,31,65,17,67,23,22,60,1,17,86,68,21,21,86,78,32,63,29,73,41,0,23,53,29,44,30,86,51,46,67,83,54,12,42,39,66,85,15,29,66,100,79,18,72,67,39,69
2005-01,32,43,56,68,20,87,91,35,56,69,51,21,82,55,92,32,33,27,61,81,36,4,20,58,56,66,85,60,38,27,70,17,73,24,21,67,1,17,85,71,22,18,79,81,31,58,33,73,44,0,26,82,31,64,32,86,39,51,71,83,69,12,47,39,72,90,54,25,78,76,62,22,80,57,43,89
2005-02,33,26,52,68,16,85,82,35,17,70,48,23,100,52,81,33,27,27,57,91,35,6,19,60,69,67,78,63,38,25,72,18,75,26,13,47,2,19,88,79,22,38,83,83,34,57,35,72,48,0,28,59,29,34,35,88,69,49,73,90,69,14,45,39,73,95,57,22,79,75,75,21,76,69,39,84
2005-03,37,22,55,72,14,77,75,35,14,67,50,21,89,41,73,33,32,25,87,83,38,3,16,59,64,67,85,65,39,25,71,18,77,22,18,55,1,19,83,70,31,26,83,81,33,57,33,67,47,0,26,53,28,51,33,84,43,47,68,79,63,14,40,37,76,90,60,22,66,80,75,22,65,69,42,67
2005-04,40,21,53,71,13,65,71,33,24,65,51,33,86,43,71,35,42,26,70,86,35,4,16,64,66,64,66,63,38,24,72,19,80,28,14,62,1,19,76,69,51,27,79,84,38,58,37,76,50,0,30,54,30,45,37,83,63,49,66,78,60,14,26,37,78,87,40,25,70,78,86,21,69,60,40,74
2005-05,44,21,48,69,12,76,72,38,21,69,49,26,84,61,66,36,31,27,71,85,34,15,10,68,69,65,78,64,37,24,71,21,78,32,24,51,2,20,76,64,36,30,71,82,34,61,38,80,47,0,32,57,30,61,35,81,58,43,63,83,65,13,33,37,78,85,23,22,64,75,79,22,61,71,42,77
2005-06,34,25,53,70,34,74,69,43,7,68,49,21,91,63,66,33,26,25,76,74,38,12,14,66,71,64,70,75,38,26,68,23,82,28,20,44,1,21,76,67,31,37,79,83,35,61,39,84,51,0,52,57,33,42,34,75,39,47,56,82,71,13,36,36,78,80,53,25,53,73,86,21,62,76,41,74
2005-07,48,25,59,70,34,65,69,39,22,72,52,21,78,47,70,28,26,28,78,69,34,20,14,57,67,67,84,64,39,23,69,21,84,28,18,50,1,21,75,69,26,28,77,79,37,55,46,75,50,0,65,54,40,51,32,71,67,41,63,76,69,13,31,35,78,77,18,28,64,72,57,22,46,72,38,89
2005-08,38,24,58,72,23,71,70,31,7,68,47,17,86,82,66,27,25,28,58,71,38,12,10,58,73,65,72,75,38,25,68,22,83,24,22,43,1,18,76,64,27,26,78,69,32,61,40,71,46,32,61,52,46,33,34,73,40,41,50,86,57,13,33,39,72,83,69,31,54,83,63,21,60,71,37,68
2005-09,34,24,59,65,17,82,72,32,25,67,50,17,79,59,67,31,30,31,69,77,37,12,14,61,69,62,79,72,36,26,69,22,76,23,21,48,1,19,78,72,27,28,67,83,42,63,35,70,49,0,63,50,52,60,31,79,60,42,57,77,81,13,29,40,75,89,58,34,61,90,57,22,82,62,41,74
2005-10,38,23,59,64,17,75,74,33,12,73,51,26,91,55,66,32,32,33,64,82,38,7,11,67,71,63,74,81,38,24,70,23,77,25,21,30,1,20,77,77,27,25,82,86,40,60,36,82,48,0,71,51,43,37,32,82,45,43,67,76,73,13,33,41,83,89,54,37,60,90,60,22,91,69,39,73
2005-11,39,27,52,63,15,68,74,30,21,71,51,37,92,50,64,32,30,42,73,86,39,9,16,62,70,65,86,78,38,24,67,22,79,25,26,49,1,25,76,80,30,19,63,88,34,65,35,79,49,0,84,52,33,51,30,80,74,40,83,79,70,12,33,43,83,87,68,73,47,93,52,20,86,68,37,74
2005-12,38,27,50,62,17,65,87,29,12,75,54,40,84,44,67,30,32,40,56,78,41,10,12,72,59,67,71,63,37,26,64,20,72,22,23,34,1,19,73,69,27,21,63,80,31,59,33,72,41,0,27,52,31,28,25,75,58,36,73,64,58,11,28,38,71,79,63,18,71,95,61,19,83,72,38,64
2006-01,35,26,58,64,16,76,78,32,18,75,51,41,89,51,64,33,37,31,71,79,37,5,15,56,70,67,77,76,38,26,68,20,78,26,21,41,1,19,70,78,28,24,68,80,38,58,37,78,46,0,24,88,32,24,28,76,54,42,71,82,70,14,30,40,76,82,80,32,58,72,59,24,97,70,43,94
2006-02,35,28,56,64,14,73,74,32,18,71,48,45,96,50,61,33,34,32,78,79,37,10,11,57,69,66,74,79,37,25,68,23,78,32,16,44,1,19,68,80,32,26,71,86,40,63,35,76,52,0,25,57,32,56,31,76,70,42,71,80,83,13,36,75,79,86,53,25,68,70,69,26,86,77,39,88
2006-03,38,28,66,64,13,74,65,34,65,69,52,38,96,48,56,33,39,31,100,79,33,10,11,56,78,65,85,78,36,24,70,22,81,26,21,33,1,19,66,80,39,22,66,91,38,58,41,73,54,0,25,58,33,32,29,75,57,44,80,80,79,13,36,100,79,83,72,14,60,72,77,24,79,75,33,74
2006-04,39,25,56,65,13,56,62,31,100,70,50,49,79,54,53,33,31,31,56,76,39,6,14,62,71,63,71,62,38,21,68,24,81,25,20,37,1,21,61,73,64,21,71,80,40,57,32,83,48,0,32,56,33,35,34,72,49,37,70,75,67,11,30,46,78,80,64,15,59,73,63,23,68,75,33,65
2006-05,40,24,54,64,13,76,74,42,36,68,51,44,85,74,48,33,33,33,75,78,36,13,14,64,84,61,88,67,37,23,69,25,81,27,20,31,1,20,65,76,45,30,69,88,34,60,35,75,52,0,39,61,36,35,33,72,57,36,70,81,72,13,39,40,83,78,37,21,74,70,63,22,58,70,34,77
2006-06,41,25,54,64,15,71,71,44,33,71,54,26,79,70,48,31,33,31,76,71,34,11,15,63,75,61,72,62,37,21,66,24,83,25,27,49,1,21,63,65,33,19,63,86,35,59,34,82,51,0,61,58,34,26,36,66,85,40,69,78,72,12,36,41,85,72,35,15,74,67,62,21,58,67,35,73
2006-07,38,25,59,63,17,59,61,38,28,72,55,23,70,50,51,28,30,32,65,68,35,9,9,56,76,65,78,66,38,19,66,23,100,23,23,34,1,21,63,69,31,24,61,80,35,53,45,83,49,0,65,57,36,26,32,62,70,36,70,76,66,13,34,39,80,70,23,19,56,71,66,21,34,71,33,82
2006-08,36,26,65,64,17,76,63,30,17,73,56,32,84,70,54,27,29,36,75,69,38,12,13,56,71,63,81,81,37,21,65,26,89,23,23,38,1,18,68,65,34,18,66,73,31,63,63,81,50,0,58,52,39,17,27,64,71,41,65,75,53,13,40,40,78,75,29,13,74,75,70,22,56,70,35,77
2006-09,34,25,61,64,14,69,74,33,35,74,55,31,89,61,52,31,36,34,65,73,40,11,12,64,70,61,68,79,36,25,64,25,80,26,24,31,1,19,67,75,31,23,62,79,37,59,40,78,49,0,63,65,40,19,29,69,59,40,63,84,76,13,42,44,83,81,61,19,49,78,66,21,72,64,39,77
2006-10,38,24,65,58,14,71,64,31,32,74,51,48,89,55,50,33,34,39,66,77,47,8,11,65,78,61,86,86,36,22,65,24,81,25,26,33,1,17,66,86,33,17,64,81,36,63,34,85,51,0,63,80,38,18,28,72,85,39,62,78,68,12,56,41,85,81,56,20,63,84,59,23,90,67,34,76
2006-11,37,26,63,59,15,74,70,32,28,74,50,46,89,62,50,33,40,49,65,82,45,7,12,61,72,61,76,72,37,23,64,23,78,23,25,31,1,19,64,84,37,17,73,80,35,68,33,81,52,0,71,97,39,23,32,73,91,34,60,79,59,13,67,44,84,78,46,11,65,90,61,22,100,76,36,77
2006-12,37,27,57,57,17,66,72,29,15,76,55,59,81,43,49,31,36,50,75,74,44,14,14,71,64,63,68,62,36,21,59,23,75,26,18,39,1,18,64,69,34,31,60,74,32,65,32,87,43,0,27,54,39,30,22,65,79,35,55,70,56,11,51,50,80,70,35,36,60,90,71,22,91,68,35,62
2007-01,33,26,61,60,16,75,71,33,28,73,48,52,85,60,51,36,40,41,63,75,44,9,17,54,70,64,75,90,36,23,63,23,84,25,25,41,1,19,62,81,33,20,59,81,36,62,35,81,50,0,31,92,35,16,28,66,80,37,72,82,57,13,62,40,82,76,63,24,65,72,67,23,93,68,43,87
2007-02,36,26,59,59,16,71,60,34,17,75,50,72,82,57,49,35,39,39,66,78,44,93,15,55,72,62,81,100,37,22,64,24,97,25,23,38,1,20,68,80,31,27,68,85,36,62,34,80,53,0,36,64,35,41,26,66,64,37,66,81,62,14,55,41,88,77,52,11,85,68,80,22,71,76,36,83
2007-03,34,24,63,59,17,75,60,34,23,72,49,71,82,56,45,34,45,37,72,97,44,83,14,53,66,59,70,86,36,21,64,25,88,24,24,30,1,21,64,78,42,25,70,79,35,64,37,82,55,0,31,65,36,33,27,65,70,40,62,81,60,12,59,40,85,75,38,16,62,73,71,23,84,78,34,66
2007-04,35,31,58,61,17,69,57,34,19,71,51,66,78,58,43,33,38,39,70,93,45,74,29,57,70,58,77,78,38,20,63,26,84,24,26,33,1,21,60,68,75,16,69,81,38,62,38,83,52,14,38,61,36,33,26,63,62,48,70,77,58,12,57,39,83,75,34,24,68,69,79,20,64,70,34,71
2007-05,39,51,65,60,16,75,64,43,19,73,53,69,85,79,42,35,39,41,66,78,44,61,100,63,73,60,80,82,39,22,65,28,87,24,27,34,1,22,58,72,52,23,72,87,40,68,38,85,54,13,41,66,37,17,29,63,63,44,74,84,63,12,61,40,85,73,27,17,68,67,70,24,70,77,35,81
2007-06,37,72,65,59,20,68,70,45,33,74,56,38,82,79,43,34,35,41,71,70,42,59,36,59,75,60,72,80,40,21,64,27,88,23,27,30,1,27,61,73,39,26,64,87,39,68,42,91,52,13,50,64,38,20,35,59,69,41,63,83,67,13,68,40,96,68,57,24,53,64,60,23,64,74,30,80
2007-07,39,100,69,62,21,65,67,40,14,73,56,37,76,66,44,32,38,42,66,72,41,56,24,54,74,62,71,96,43,17,66,29,94,23,25,40,1,24,59,72,38,31,67,87,37,68,40,90,52,13,70,64,39,26,34,57,79,38,61,78,56,13,78,43,86,69,49,23,61,66,33,21,53,73,32,84
2007-08,38,29,65,61,20,75,72,31,20,73,53,38,72,80,44,29,33,40,60,69,43,49,19,53,70,60,74,97,42,21,65,29,87,23,23,39,1,22,59,71,37,32,61,76,38,72,50,78,52,10,66,65,38,25,29,58,75,39,65,80,61,13,73,43,89,71,64,22,59,69,34,22,52,76,32,67
2007-09,34,24,68,59,18,79,62,33,17,73,50,42,91,78,44,33,38,41,61,74,46,60,24,57,65,58,76,95,40,21,65,28,81,23,27,35,2,22,59,81,33,20,58,86,41,72,37,83,51,10,72,64,40,35,38,63,60,39,67,83,73,12,63,45,86,77,51,20,60,70,35,20,72,75,34,78
2007-10,35,33,72,58,17,77,64,32,21,74,48,66,89,58,43,34,41,45,69,77,49,56,22,60,75,60,75,80,41,21,66,28,82,23,59,38,2,22,61,88,36,27,61,88,38,72,37,82,53,10,68,64,42,14,32,64,63,38,69,83,69,14,74,48,85,80,50,29,55,78,33,24,82,71,34,80
2007-11,37,24,59,57,17,78,67,32,21,77,53,76,99,77,44,34,46,61,81,81,48,64,21,58,69,60,76,83,41,22,64,30,80,26,33,57,1,26,60,86,38,33,70,87,46,80,35,93,55,10,95,67,52,12,30,65,57,38,73,90,81,14,76,46,93,75,63,28,50,90,40,22,86,73,35,77
2007-12,35,25,59,56,23,63,77,31,11,83,57,98,87,58,45,32,41,61,65,76,43,70,30,65,59,63,69,69,42,21,61,29,71,22,29,38,1,23,59,66,36,46,57,79,44,78,37,88,47,11,39,59,53,23,24,60,61,34,71,74,66,12,65,43,83,69,40,15,51,85,38,23,70,76,33,63
2008-01,33,33,68,59,22,75,62,34,14,77,51,98,91,64,44,36,48,49,70,77,44,96,30,52,69,64,78,95,44,23,68,28,79,28,36,44,3,25,64,81,36,36,65,86,61,82,40,88,54,10,41,88,56,18,28,60,61,39,77,87,72,16,73,43,89,75,40,26,44,67,45,25,88,72,34,86
2008-02,37,30,69,61,22,77,54,36,9,78,55,91,91,71,43,37,50,46,81,79,43,76,41,54,68,65,80,89,45,21,69,30,82,27,29,37,100,28,59,80,35,25,65,83,68,79,40,87,60,10,38,69,63,17,31,61,73,39,74,89,85,16,72,46,95,79,53,21,57,64,51,27,66,78,35,92
2008-03,36,27,100,59,23,79,52,35,17,78,51,100,90,63,39,39,52,46,79,75,42,52,35,52,70,62,82,82,45,21,67,29,80,30,27,45,21,27,58,75,45,30,64,82,69,82,41,87,56,9,37,66,67,19,30,59,72,37,70,83,95,17,62,42,91,73,40,25,52,66,36,26,74,70,36,71
2008-04,38,32,79,61,34,74,51,34,21,75,51,81,90,70,37,39,47,48,75,78,42,50,22,56,79,63,77,82,46,22,69,31,83,28,26,54,8,28,55,73,80,21,66,85,60,80,39,89,62,9,41,66,68,22,35,60,78,41,99,85,73,20,72,41,90,76,56,25,66,68,38,27,70,71,35,76
2008-05,32,29,79,61,52,72,52,43,13,78,51,93,86,92,35,39,48,49,71,78,36,57,22,60,72,60,80,72,48,23,69,33,85,24,33,52,5,27,56,74,55,22,70,92,56,77,42,100,58,14,38,76,76,20,33,58,79,37,96,89,74,19,67,41,94,71,54,29,70,64,49,27,59,67,34,72
2008-06,34,31,91,62,33,71,61,44,15,79,54,58,87,85,35,36,48,49,80,73,38,59,18,61,72,65,76,67,50,21,68,35,86,22,32,35,3,38,52,70,43,25,67,83,61,83,44,95,59,9,56,73,75,18,31,55,80,36,96,92,80,20,70,43,93,68,39,25,55,62,58,29,55,68,34,80
2008-07,36,27,88,63,30,70,65,38,14,90,59,46,77,58,35,33,48,47,75,74,37,56,17,54,69,64,76,76,52,20,70,35,84,23,26,59,3,35,54,72,42,17,59,82,66,85,44,92,59,9,83,71,53,22,29,53,73,37,74,89,69,22,72,41,92,68,64,45,60,65,44,33,39,71,35,86
2008-08,35,25,85,64,30,69,70,31,15,92,67,45,83,89,37,32,43,51,67,72,45,44,17,56,74,63,70,71,53,19,68,35,81,23,32,38,2,31,54,66,43,23,62,72,87,83,50,90,54,14,66,65,52,9,26,55,100,35,85,88,59,22,72,45,86,70,38,23,57,67,60,30,45,68,34,71
2008-09,36,26,93,60,25,78,57,35,10,100,58,50,94,70,38,36,48,48,80,78,48,43,22,61,69,60,89,70,49,21,68,34,83,26,31,47,2,28,53,88,39,18,61,82,93,95,45,90,57,9,75,70,60,19,28,60,74,37,82,92,80,21,72,48,91,78,43,42,58,72,48,27,62,75,36,84
2008-10,36,28,77,61,24,81,56,33,13,96,50,66,92,71,40,38,49,54,81,81,46,41,16,64,70,61,79,72,50,20,69,35,78,24,35,38,2,32,54,100,39,20,60,92,100,92,42,92,60,8,71,69,61,17,28,59,73,36,79,94,76,26,72,52,92,77,47,27,59,75,45,27,72,78,39,83
2008-11,33,30,70,58,25,75,67,31,13,91,51,85,90,63,37,37,53,74,77,81,45,52,17,64,68,61,76,70,52,19,67,36,71,25,29,32,2,32,55,87,39,22,64,89,86,93,43,89,57,8,82,78,63,25,26,58,72,38,78,92,70,25,80,48,90,74,40,16,58,83,60,27,75,75,39,77
2008-12,32,47,73,58,45,69,80,30,10,95,55,80,82,51,36,35,48,75,85,78,40,44,22,68,61,66,65,56,53,19,64,36,69,24,26,32,2,32,54,72,40,18,53,83,61,98,40,86,50,8,36,67,65,15,23,56,61,34,70,83,64,25,71,49,86,69,43,18,60,82,62,28,61,78,42,63
2009-01,33,69,70,59,35,79,67,34,11,90,49,79,82,67,38,39,56,53,73,77,41,37,19,54,71,64,83,68,55,21,69,36,75,23,27,33,2,33,55,89,39,25,55,84,61,92,43,89,58,8,40,92,62,14,28,56,65,34,64,94,76,32,76,50,89,73,51,16,58,65,52,29,76,79,39,81
2009-02,31,65,74,62,31,74,60,34,21,90,47,69,90,73,37,40,59,47,75,78,40,42,18,55,66,65,78,65,55,21,70,36,76,23,34,40,2,36,54,88,37,19,57,85,62,88,44,87,65,8,42,74,60,22,33,57,71,35,76,94,77,31,79,50,90,77,59,34,67,62,55,28,53,81,39,82
2009-03,35,73,75,63,28,77,47,35,22,89,47,69,90,63,35,41,62,48,80,77,37,41,21,56,69,64,79,71,55,20,71,38,79,23,29,41,2,37,51,87,51,21,63,92,59,93,46,83,65,9,38,72,70,21,30,58,71,36,80,96,77,31,91,49,92,74,43,100,69,65,63,28,70,85,39,80
